uf	pred	sf
sɯnɯfHn	sɯnɯfin	sɯnɯfɯn
sɯnɑvHn	sɯnɑvin	sɯnɑvɯn
tekrɑrlAAn	tekrɑrleen	tekrɑrlɑɑn
ɑvukɑtlArHn	ɑvukɑtlerin	ɑvukɑtlɑrɯn
kɑmpysH	kɑmpysi	kɑmpysy
kɑvrɑmlArHn	kɑvrɑmlerin	kɑvrɑmlɑrɯn
mekɑnH	mekɑni	mekɑnɯ
orɑnlAr	orɑnler	orɑnlɑr
ortɑmlArH	ortɑmleri	ortɑmlɑrɯ
sɯkɯntɯlH	sɯkɯntɯli	sɯkɯntɯlɯ
sɑrAn	sɑren	sɑrɑn
sɑtHʃlArH	sɑtiʃleri	sɑtɯʃlɑrɯ
tɑrɑHʤH	tɑrɑiʤi	tɑrɑɯʤɯ
jɑtɯrɯmA	jɑtɯrɯme	jɑtɯrɯmɑ
jorumH	jorumi	jorumu
bijokimjɑsAl	bijokimjɑsel	bijokimjɑsɑl
ihtijɑʧlArA	ihtijɑʧlere	ihtijɑʧlɑrɑ
kɑrtlArHHn	kɑrtleriin	kɑrtlɑrɯɯn
sunHʃ	suniʃ	sunuʃ
jɑʃA	jɑʃe	jɑʃɑ
jɑʃɑmAH	jɑʃɑmei	jɑʃɑmɑɯ
jɑklɑʃAn	jɑklɑʃen	jɑklɑʃɑn
jɑnsɯmAH	jɑnsɯmei	jɑnsɯmɑɯ
jɑrɯʃmɑHn	jɑrɯʃmɑin	jɑrɯʃmɑɯn
jɑrɑrlArH	jɑrɑrleri	jɑrɑrlɑrɯ
ɑnlɑʃmɑlH	ɑnlɑʃmɑli	ɑnlɑʃmɑlɯ
ɑrɑlɯklH	ɑrɑlɯkli	ɑrɑlɯklɯ
bilgisɑjɑrlArA	bilgisɑjɑrlere	bilgisɑjɑrlɑrɑ
bulundurmA	bulundurme	bulundurmɑ
ʤezɑHn	ʤezɑin	ʤezɑɯn
ʤezɑH	ʤezɑi	ʤezɑɯ
doɰHʃDAn	doɰiʃten	doɰuʃtɑn
fɯrsɑtDA	fɯrsɑtde	fɯrsɑttɑ
konutlAr	konutler	konutlɑr
kusurlH	kusurli	kusurlu
miktɑrHn	miktɑrin	miktɑrɯn
sɑklAnmAH	sɑklenmei	sɑklɑnmɑɯ
tozH	tozi	tozu
ulɑʃɯmH	ulɑʃɯmi	ulɑʃɯmɯ
jɑbɑnʤɯlAr	jɑbɑnʤɯler	jɑbɑnʤɯlɑr
bilgisɑjɑrlArH	bilgisɑjɑrleri	bilgisɑjɑrlɑrɯ
enflɑsjonH	enflɑsjoni	enflɑsjonu
fɯrsɑtlAr	fɯrsɑtler	fɯrsɑtlɑr
fotoɰrɑfʧH	fotoɰrɑfʧi	fotoɰrɑfʧɯ
hɑvɑH	hɑvɑi	hɑvɑɯ
hejeʤɑnH	hejeʤɑni	hejeʤɑnɯ
konuʃmAH	konuʃmei	konuʃmɑɯ
kullɑnmADAn	kullɑnmeden	kullɑnmɑdɑn
kurumlArDAn	kurumlerden	kurumlɑrdɑn
mɑkinɑlAr	mɑkinɑler	mɑkinɑlɑr
noktɑHn	noktɑin	noktɑɯn
onɑjlAnmAH	onɑjlenmei	onɑjlɑnmɑɯ
teʃkilɑtHHn	teʃkilɑtiin	teʃkilɑtɯɯn
jɑklɑʃɯmHn	jɑklɑʃɯmin	jɑklɑʃɯmɯn
ʧɑlɯʃHp	ʧɑlɯʃip	ʧɑlɯʃɯp
ʧɑrpAn	ʧɑrpen	ʧɑrpɑn
ʧoʤuklArmHzA	ʧoʤuklermize	ʧoʤuklɑrmɯzɑ
yzHʤH	yziʤi	yzyʤy
ɑlH	ɑli	ɑlɯ
ɑsɯlH	ɑsɯli	ɑsɯlɯ
bɑʃɑrɯlArH	bɑʃɑrɯleri	bɑʃɑrɯlɑrɯ
bilgisɑjɑrlArDA	bilgisɑjɑrlerde	bilgisɑjɑrlɑrdɑ
borsɑH	borsɑi	borsɑɯ
dɑmɑrlAr	dɑmɑrler	dɑmɑrlɑr
hɑtɑH	hɑtɑi	hɑtɑɯ
hɑjvɑnsAl	hɑjvɑnsel	hɑjvɑnsɑl
hususlArA	hususlere	hususlɑrɑ
iddiɑH	iddiɑi	iddiɑɯ
kɑrʃɯlɑʃDHklArH	kɑrʃɯlɑʃtikleri	kɑrʃɯlɑʃtɯklɑrɯ
kɑrɑnlɯkDA	kɑrɑnlɯkte	kɑrɑnlɯktɑ
kɑjɯtlArHHn	kɑjɯtleriin	kɑjɯtlɑrɯɯn
mektuplArH	mektupleri	mektuplɑrɯ
olɑjlArDAn	olɑjlerden	olɑjlɑrdɑn
ojlArHn	ojlerin	ojlɑrɯn
sɯʤɑklɯkDA	sɯʤɑklɯkte	sɯʤɑklɯktɑ
sɑnɑtA	sɑnɑte	sɑnɑtɑ
sunmAH	sunmei	sunmɑɯ
zɑrH	zɑri	zɑrɯ
zɑrɑrA	zɑrɑre	zɑrɑrɑ
ʧɑtɯʃmAlAr	ʧɑtɯʃmeler	ʧɑtɯʃmɑlɑr
ɑkɯmlArH	ɑkɯmleri	ɑkɯmlɑrɯ
ɑjɯrHʤH	ɑjɯriʤi	ɑjɯrɯʤɯ
bɑɰlAnmA	bɑɰlenme	bɑɰlɑnmɑ
bilgisɑjɑrnHzHn	bilgisɑjɑrnizin	bilgisɑjɑrnɯzɯn
detɑjlAr	detɑjler	detɑjlɑr
kurDAn	kurden	kurdɑn
lisɑnslH	lisɑnsli	lisɑnslɯ
pɑrɑlArH	pɑrɑleri	pɑrɑlɑrɯ
plɑnHn	plɑnin	plɑnɯn
plɑtformDA	plɑtformde	plɑtformdɑ
tɑrɑflArA	tɑrɑflere	tɑrɑflɑrɑ
televizjonDA	televizjonde	televizjondɑ
toplumDAki	toplumdeki	toplumdɑki
usA	use	usɑ
ujgulɑArAk	ujgulɑɑrek	ujgulɑɑrɑk
vɑtɑndɑʃlArmHzHn	vɑtɑndɑʃlermizin	vɑtɑndɑʃlɑrmɯzɯn
ʧɯkɑrArAk	ʧɯkɑrerek	ʧɯkɑrɑrɑk
ɑrɑʃtɯrmAlArA	ɑrɑʃtɯrmelere	ɑrɑʃtɯrmɑlɑrɑ
ɑrkɑH	ɑrkɑi	ɑrkɑɯ
bulvɑrH	bulvɑri	bulvɑrɯ
konmAH	konmei	konmɑɯ
konsɑntrɑsjonH	konsɑntrɑsjoni	konsɑntrɑsjonu
olgulAr	olguler	olgulɑr
orgɑnizɑsjonlAr	orgɑnizɑsjonler	orgɑnizɑsjonlɑr
søzHHn	søziin	søzyyn
sɑtɯrDA	sɑtɯrde	sɑtɯrdɑ
tyrHHn	tyriin	tyryyn
tɑmɑmlAHʤH	tɑmɑmleiʤi	tɑmɑmlɑɯʤɯ
ulɑʃAbilmA	ulɑʃebilme	ulɑʃɑbilme
jɑprɑklH	jɑprɑkli	jɑprɑklɯ
jɑrɑtmAA	jɑrɑtmee	jɑrɑtmɑɑ
bilgisɑjɑrnHzDA	bilgisɑjɑrnizde	bilgisɑjɑrnɯzdɑ
bojɑlH	bojɑli	bojɑlɯ
bulHʃ	buliʃ	buluʃ
bulunmAlArH	bulunmeleri	bulunmɑlɑrɯ
butonH	butoni	butonu
kɑlkHp	kɑlkip	kɑlkɯp
kɑjɯtlArA	kɑjɯtlere	kɑjɯtlɑrɑ
myrɑʤɑɑtH	myrɑʤɑɑti	myrɑʤɑɑtɯ
mesɑʒHn	mesɑʒin	mesɑʒɯn
pozisjonH	pozisjoni	pozisjonu
rɑporlArHHn	rɑporleriin	rɑporlɑrɯɯn
sɯrɑlH	sɯrɑli	sɯrɑlɯ
syrHp	syrip	syryp
sɑkɯnʤɑlH	sɑkɯnʤɑli	sɑkɯnʤɑlɯ
tɑrɯmH	tɑrɯmi	tɑrɯmɯ
tɑsɑrɯmlArH	tɑsɑrɯmleri	tɑsɑrɯmlɑrɯ
tutɑrHHn	tutɑriin	tutɑrɯɯn
ɑnlɑjɯʃHn	ɑnlɑjɯʃin	ɑnlɑjɯʃɯn
doktorHn	doktorin	doktorun
fɑrklArH	fɑrkleri	fɑrklɑrɯ
hɑstɑlɯklArDA	hɑstɑlɯklerde	hɑstɑlɯklɑrdɑ
kɑlɑnlAr	kɑlɑnler	kɑlɑnlɑr
kɑmpH	kɑmpi	kɑmpɯ
kurHp	kurip	kurup
notHHn	notiin	notuun
onɑrɯmH	onɑrɯmi	onɑrɯmɯ
ortɑmDAn	ortɑmden	ortɑmdɑn
reformlAr	reformler	reformlɑr
sɑpmA	sɑpme	sɑpmɑ
susHz	susiz	susuz
tɑʃɯnAn	tɑʃɯnen	tɑʃɯnɑn
tɑkɯmHn	tɑkɯmin	tɑkɯmɯn
ujgulɑmADAn	ujgulɑmeden	ujgulɑmɑdɑn
jyryHʃH	jyryyʃi	jyryyʃy
jɑɰHʃlH	jɑɰiʃli	jɑɰɯʃlɯ
jɑsɑH	jɑsɑi	jɑsɑɯ
jɑjɯnHn	jɑjɯnin	jɑjɯnɯn
fijɑtlArHn	fijɑtlerin	fijɑtlɑrɯn
fonlAr	fonler	fonlɑr
formɑtDA	formɑtte	formɑttɑ
mensuplArHHn	mensupleriin	mensuplɑrɯɯn
mejdɑnH	mejdɑni	mejdɑnɯ
tɑʃɯmɑʤɯlHk	tɑʃɯmɑʤɯlik	tɑʃɯmɑʤɯlɯk
telefonDAn	telefonden	telefondɑn
jurtDA	jurtte	jurttɑ
jutmA	jutme	jutmɑ
ʃɑhHn	ʃɑhin	ʃɑhɯn
dɑlDA	dɑlde	dɑldɑ
gelmADA	gelmede	gelmete
grupDAn	grupten	gruptɑn
hususlArHn	hususlerin	hususlɑrɯn
kullɑnmADA	kullɑnmede	kullɑnmɑtɑ
motorlArH	motorleri	motorlɑrɯ
sɑɰlɑmAH	sɑɰlɑmei	sɑɰlɑmɑɯ
jyzjɯlDAn	jyzjɯlden	jyzjɯldɑn
ɑlɑkɑlH	ɑlɑkɑli	ɑlɑkɑlɯ
bɑʃɑrAn	bɑʃɑren	bɑʃɑrɑn
bɑʃlɑDHkDAn	bɑʃlɑdikten	bɑʃlɑdɯktɑn
bɑʃlɑHnʤA	bɑʃlɑinʤe	bɑʃlɑɯnʤɑ
døkymɑnlAr	døkymɑnler	døkymɑnlɑr
dosjɑHHn	dosjɑiin	dosjɑɯɯn
gøryntylH	gøryntyli	gøryntyly
hɑjvɑnHn	hɑjvɑnin	hɑjvɑnɯn
hesɑplArA	hesɑplere	hesɑplɑrɑ
insɑnDA	insɑnde	insɑndɑ
mevzuɑtHn	mevzuɑtin	mevzuɑtɯn
orgɑnizɑsjonHn	orgɑnizɑsjonin	orgɑnizɑsjonun
sɯnɑvlArHn	sɯnɑvlerin	sɯnɑvlɑrɯn
sɑnɯklArHn	sɑnɯklerin	sɑnɯklɑrɯn
sɑtɯʤɯlAr	sɑtɯʤɯler	sɑtɯʤɯlɑr
tɑrɯmA	tɑrɯme	tɑrɯmɑ
jɑkɯnH	jɑkɯni	jɑkɯnɯ
bɑʃvurmA	bɑʃvurme	bɑʃvurmɑ
bɑslAAn	bɑsleen	bɑslɑɑn
inɑnAn	inɑnen	inɑnɑn
proʒeksijonH	proʒeksijoni	proʒeksijonu
rɑhɑtlHk	rɑhɑtlik	rɑhɑtlɯk
sɑvunmA	sɑvunme	sɑvunmɑ
vɑrlɯklArH	vɑrlɯkleri	vɑrlɯklɑrɯ
vizjonH	vizjoni	vizjonu
ʃɑnslH	ʃɑnsli	ʃɑnslɯ
dujurmA	dujurme	dujurmɑ
fɑturɑH	fɑturɑi	fɑturɑɯ
fɑjdɑlAnmA	fɑjdɑlenme	fɑjdɑlɑnmɑ
hɑzɯrlAHp	hɑzɯrleip	hɑzɯrlɑɯp
kollHk	kollik	kolluk
mektuplAr	mektupler	mektuplɑr
okulmHzHn	okulmizin	okulmuzun
ryzgɑrHn	ryzgɑrin	ryzgɑrɯn
sorunlArDAn	sorunlerden	sorunlɑrdɑn
tɑsɑrɯmHn	tɑsɑrɯmin	tɑsɑrɯmɯn
vurAn	vuren	vurɑn
ɑʧmAA	ɑʧmee	ɑʧmɑɑ
ɑdɑjlArHHn	ɑdɑjleriin	ɑdɑjlɑrɯɯn
ʤɑnlɯlHk	ʤɑnlɯlik	ʤɑnlɯlɯk
dɑvɑlArH	dɑvɑleri	dɑvɑlɑrɯ
defɑDA	defɑde	defɑdɑ
fonksijonlArHn	fonksijonlerin	fonksijonlɑrɯn
ihrɑʤɑtʧH	ihrɑʤɑtʧi	ihrɑʤɑtʧɯ
ihrɑʤɑtA	ihrɑʤɑte	ihrɑʤɑtɑ
kɑlɯntɯlArH	kɑlɯntɯleri	kɑlɯntɯlɑrɯ
kɑjmɑkɑmH	kɑjmɑkɑmi	kɑjmɑkɑmɯ
puɑnlArH	puɑnleri	puɑnlɑrɯ
stɑndɑrtlArHHn	stɑndɑrtleriin	stɑndɑrtlɑrɯɯn
tɑrɑfHHn	tɑrɑfiin	tɑrɑfɯɯn
jɑʃlAnmA	jɑʃlenme	jɑʃlɑnmɑ
jɑkɯnlArHHn	jɑkɯnleriin	jɑkɯnlɑrɯɯn
øzgyrlHklAr	øzgyrlikler	øzgyrlykler
ɑʃɑmɑlH	ɑʃɑmɑli	ɑʃɑmɑlɯ
bɑɰlArH	bɑɰleri	bɑɰlɑrɯ
bulmAH	bulmei	bulmɑɯ
dɑvrɑnHʃlArHn	dɑvrɑniʃlerin	dɑvrɑnɯʃlɑrɯn
dolɑʃɯmH	dolɑʃɯmi	dolɑʃɯmɯ
kɯrmA	kɯrme	kɯrmɑ
konferɑnsA	konferɑnse	konferɑnsɑ
kurDHklArH	kurdikleri	kurduklɑrɯ
mɑntɯklH	mɑntɯkli	mɑntɯklɯ
pijɑsɑlAr	pijɑsɑler	pijɑsɑlɑr
syslH	sysli	sysly
sulArHHn	suleriin	sulɑrɯɯn
sunArAk	sunerek	sunɑrɑk
telefonA	telefone	telefonɑ
toprɑklArHn	toprɑklerin	toprɑklɑrɯn
tutuklulArHn	tutuklulerin	tutuklulɑrɯn
ɯʃɯklH	ɯʃɯkli	ɯʃɯklɯ
ɑlɑnDAn	ɑlɑnden	ɑlɑndɑn
bɑʃkɑHHn	bɑʃkɑiin	bɑʃkɑɯɯn
bejɑnH	bejɑni	bejɑnɯ
bulɑʃAn	bulɑʃen	bulɑʃɑn
ʤɑmH	ʤɑmi	ʤɑmɯ
fonlArH	fonleri	fonlɑrɯ
gøstermADA	gøstermede	gøstermete
kɑrlHlHk	kɑrlilik	kɑrlɯlɯk
pɑrʧɑlArA	pɑrʧɑlere	pɑrʧɑlɑrɑ
pijɑsɑHn	pijɑsɑin	pijɑsɑɯn
reɑksijonlAr	reɑksijonler	reɑksijonlɑr
silɑhlArH	silɑhleri	silɑhlɑrɯ
tesisɑtH	tesisɑti	tesisɑtɯ
tonA	tone	tonɑ
ujkuA	ujkue	ujkuɑ
jɑtɯrɯmlArA	jɑtɯrɯmlere	jɑtɯrɯmlɑrɑ
jɑzɑrlArHn	jɑzɑrlerin	jɑzɑrlɑrɯn
ɑʃɯnmA	ɑʃɯnme	ɑʃɯnmɑ
ɑlɑlHm	ɑlɑlim	ɑlɑlɯm
burslH	bursli	burslu
doktornHz	doktorniz	doktornuz
fedɑkɑrlHk	fedɑkɑrlik	fedɑkɑrlɯk
fotoɰrɑfA	fotoɰrɑfe	fotoɰrɑfɑ
kolɑjlHklAr	kolɑjlikler	kolɑjlɯklɑr
kullɑnɯmDA	kullɑnɯmde	kullɑnɯmdɑ
mysteʃɑrlHk	mysteʃɑrlik	mysteʃɑrlɯk
mekɑnizmɑlAr	mekɑnizmɑler	mekɑnizmɑlɑr
miljonDAn	miljonden	miljondɑn
miljonH	miljoni	miljonu
olAbilAn	olebilen	olɑbilen
syrHʃ	syriʃ	syryʃ
sytHn	sytin	sytyn
tɑrɯmDA	tɑrɯmde	tɑrɯmdɑ
tuʃlArH	tuʃleri	tuʃlɑrɯ
ulɑʃmAH	ulɑʃmei	ulɑʃmɑɯ
jɑʃlHlAr	jɑʃliler	jɑʃlɯlɑr
jɑrdɯmDA	jɑrdɯmde	jɑrdɯmdɑ
jɑjgɯnlAʃmAH	jɑjgɯnleʃmei	jɑjgɯnlɑʃmɑɯ
bugynH	bugyni	bugyny
direktørH	direktøri	direktøry
gøryʃHn	gøryʃin	gøryʃyn
hɑzɯrlɯklAr	hɑzɯrlɯkler	hɑzɯrlɯklɑr
hoʤɑH	hoʤɑi	hoʤɑɯ
iktidɑrHn	iktidɑrin	iktidɑrɯn
kɑpɑnHʃ	kɑpɑniʃ	kɑpɑnɯʃ
konforlH	konforli	konforlu
kullɑnmAnHz	kullɑnmeniz	kullɑnmɑnɯz
lɑborɑtuvɑrDA	lɑborɑtuvɑrde	lɑborɑtuvɑrdɑ
otomɑsjonH	otomɑsjoni	otomɑsjonu
tɑʃɯnmɑzHn	tɑʃɯnmɑzin	tɑʃɯnmɑzɯn
tɑbloH	tɑbloi	tɑblou
tɑkɯmlArH	tɑkɯmleri	tɑkɯmlɑrɯ
telefonHn	telefonin	telefonun
toplɑArAk	toplɑɑrek	toplɑɑrɑk
toprɑkDA	toprɑkte	toprɑktɑ
uzmɑnlArHn	uzmɑnlerin	uzmɑnlɑrɯn
ʧɯkHnʤA	ʧɯkinʤe	ʧɯkɯnʤɑ
ʃemɑH	ʃemɑi	ʃemɑɯ
ɑdɑmA	ɑdɑme	ɑdɑmɑ
ɑkɯmlAr	ɑkɯmler	ɑkɯmlɑr
ɑjrɯlmA	ɑjrɯlme	ɑjrɯlmɑ
bɑjsAl	bɑjsel	bɑjsɑl
ʤɑnDAn	ʤɑnden	ʤɑndɑn
ʤevɑplArH	ʤevɑpleri	ʤevɑplɑrɯ
dyʃmɑnHn	dyʃmɑnin	dyʃmɑnɯn
dɑmɑrlArHn	dɑmɑrlerin	dɑmɑrlɑrɯn
esnɑfH	esnɑfi	esnɑfɯ
hɑmɑmH	hɑmɑmi	hɑmɑmɯ
itibɑrH	itibɑri	itibɑrɯ
kɑlkmAH	kɑlkmei	kɑlkmɑɯ
kɑrʃɯlɯklAr	kɑrʃɯlɯkler	kɑrʃɯlɯklɑr
motorHn	motorin	motorun
olmADHklArH	olmedikleri	olmɑdɯklɑrɯ
ruhHn	ruhin	ruhun
sɑklɑmA	sɑklɑme	sɑklɑmɑ
sɑjɯmH	sɑjɯmi	sɑjɯmɯ
sɑjgɯlAr	sɑjgɯler	sɑjgɯlɑr
topHn	topin	topun
vɑrlɯklAr	vɑrlɯkler	vɑrlɯklɑr
jɑnmA	jɑnme	jɑnmɑ
jɑpAbilAn	jɑpebilen	jɑpɑbilen
jɑzɑrlArH	jɑzɑrleri	jɑzɑrlɑrɯ
jukɑrɯDAn	jukɑrɯden	jukɑrɯdɑn
byjyklHk	byjyklik	byjyklyk
boʃɑlAn	boʃɑlen	boʃɑlɑn
bojlArH	bojleri	bojlɑrɯ
bojutlAr	bojutler	bojutlɑr
burɑHn	burɑin	burɑɯn
dujmA	dujme	dujmɑ
fɯrsɑtlArH	fɯrsɑtleri	fɯrsɑtlɑrɯ
hɑsɑrA	hɑsɑre	hɑsɑrɑ
hɑstɑH	hɑstɑi	hɑstɑɯ
ithɑlɑtH	ithɑlɑti	ithɑlɑtɯ
kɯlmA	kɯlme	kɯlmɑ
lirɑlHk	lirɑlik	lirɑlɯk
mɑnɑDA	mɑnɑde	mɑnɑdɑ
mekɑnHn	mekɑnin	mekɑnɯn
motorlAr	motorler	motorlɑr
noktɑlArHn	noktɑlerin	noktɑlɑrɯn
sɯrɑH	sɯrɑi	sɯrɑɯ
sɑldɯrɯlAr	sɑldɯrɯler	sɑldɯrɯlɑr
sigortɑlArH	sigortɑleri	sigortɑlɑrɯ
tɑnɯʃmA	tɑnɯʃme	tɑnɯʃmɑ
tonlHk	tonlik	tonluk
topluluklArH	toplulukleri	topluluklɑrɯ
jɑbɑnʤɯlArHn	jɑbɑnʤɯlerin	jɑbɑnʤɯlɑrɯn
jɑnHʤH	jɑniʤi	jɑnɯʤɯ
jɑrɯʃmɑlAr	jɑrɯʃmɑler	jɑrɯʃmɑlɑr
jɑjmA	jɑjme	jɑjmɑ
ʧɑbɑH	ʧɑbɑi	ʧɑbɑɯ
ɑrtHʃlAr	ɑrtiʃler	ɑrtɯʃlɑr
ɑrtmADA	ɑrtmede	ɑrtmɑtɑ
dɑlHHn	dɑliin	dɑlɯɯn
dosjɑlArHHn	dosjɑleriin	dosjɑlɑrɯɯn
durHp	durip	durup
grupDAki	grupteki	gruptɑki
kɑnɑllAr	kɑnɑller	kɑnɑllɑr
pɑzɑrlAr	pɑzɑrler	pɑzɑrlɑr
tekrɑrH	tekrɑri	tekrɑrɯ
topʧH	topʧi	topʧu
doɰɑH	doɰɑi	doɰɑɯ
esnɑfHn	esnɑfin	esnɑfɯn
frekɑnsH	frekɑnsi	frekɑnsɯ
gyryltylH	gyryltyli	gyryltyly
gɑzHn	gɑzin	gɑzɯn
hɑksHzlHk	hɑksizlik	hɑksɯzlɯk
hɑstɑlɯklH	hɑstɑlɯkli	hɑstɑlɯklɯ
imzɑlH	imzɑli	imzɑlɯ
kɑjbolAn	kɑjbolen	kɑjbolɑn
kenɑrH	kenɑri	kenɑrɯ
konuʃmAHn	konuʃmein	konuʃmɑɯn
lyzumlH	lyzumli	lyzumlu
odɑlArHn	odɑlerin	odɑlɑrɯn
olɑnɑklArHHn	olɑnɑkleriin	olɑnɑklɑrɯɯn
operɑsjonHn	operɑsjonin	operɑsjonun
orgɑnlArHn	orgɑnlerin	orgɑnlɑrɯn
sorunlH	sorunli	sorunlu
tɑrtɯʃmAlArHn	tɑrtɯʃmelerin	tɑrtɯʃmɑlɑrɯn
unsurlArHn	unsurlerin	unsurlɑrɯn
vɑrmA	vɑrme	vɑrmɑ
jɯllArDAki	jɯllerdeki	jɯllɑrdɑki
ønmHzA	ønmize	ønmyze
ɑʧɯklɑmAH	ɑʧɯklɑmei	ɑʧɯklɑmɑɯ
bɑʃlAnmAH	bɑʃlenmei	bɑʃlɑnmɑɯ
ʤoɰrɑfjɑH	ʤoɰrɑfjɑi	ʤoɰrɑfjɑɯ
hɑftɑlAr	hɑftɑler	hɑftɑlɑr
kɯsɯmlAr	kɯsɯmler	kɯsɯmlɑr
koʤɑH	koʤɑi	koʤɑɯ
konferɑnsHn	konferɑnsin	konferɑnsɯn
kullɑnmAHn	kullɑnmein	kullɑnmɑɯn
kurumDAn	kurumden	kurumdɑn
modH	modi	modu
sɑɰlɑmADA	sɑɰlɑmede	sɑɰlɑmɑtɑ
sɑkɑtlHk	sɑkɑtlik	sɑkɑtlɯk
sɑvɑʃlAr	sɑvɑʃler	sɑvɑʃlɑr
tyjlH	tyjli	tyjly
tɑrɑflArH	tɑrɑfleri	tɑrɑflɑrɯ
terørHn	terørin	terøryn
tutulumH	tutulumi	tutulumu
jɑtɑklAr	jɑtɑkler	jɑtɑklɑr
zorlHklArH	zorlikleri	zorluklɑrɯ
ɑvukɑtlArH	ɑvukɑtleri	ɑvukɑtlɑrɯ
ɑjkɯrɯlHk	ɑjkɯrɯlik	ɑjkɯrɯlɯk
dɑɰHn	dɑɰin	dɑɰɯn
dɑlgɑlH	dɑlgɑli	dɑlgɑlɯ
doɰɑH	doɰɑi	doɰɑɯ
evrɑklAr	evrɑkler	evrɑklɑr
gølHn	gølin	gølyn
hɑrʤɑmAlArHn	hɑrʤɑmelerin	hɑrʤɑmɑlɑrɯn
hɑtlArHHn	hɑtleriin	hɑtlɑrɯɯn
kɑtɯlmAAn	kɑtɯlmeen	kɑtɯlmɑɑn
kurullArHn	kurullerin	kurullɑrɯn
numɑrɑnHzH	numɑrɑnizi	numɑrɑnɯzɯ
pɑrʧɑlH	pɑrʧɑli	pɑrʧɑlɯ
pɑrlɑmentoH	pɑrlɑmentoi	pɑrlɑmentou
referɑnslAr	referɑnsler	referɑnslɑr
sɑɰlAAbilmA	sɑɰleebilme	sɑɰlɑɑbilme
sonbɑhɑrDA	sonbɑhɑrde	sonbɑhɑrdɑ
stɑʒH	stɑʒi	stɑʒɯ
tɑkɯmlAr	tɑkɯmler	tɑkɯmlɑr
toplɑntɯlArHn	toplɑntɯlerin	toplɑntɯlɑrɯn
vermADAn	vermeden	vermeten
vijɑnA	vijɑne	vijɑnɑ
jɑnmDA	jɑnmde	jɑnmdɑ
ʧɑlɯʃmAlArmHzH	ʧɑlɯʃmelermizi	ʧɑlɯʃmɑlɑrmɯzɯ
bɑkHnʤA	bɑkinʤe	bɑkɯnʤɑ
dɑvɑH	dɑvɑi	dɑvɑɯ
depɑrtmɑnH	depɑrtmɑni	depɑrtmɑnɯ
fɯrɯnDA	fɯrɯnde	fɯrɯndɑ
fɑbrikɑHn	fɑbrikɑin	fɑbrikɑɯn
istikrɑrH	istikrɑri	istikrɑrɯ
køprylH	køpryli	køpryly
kɑplAAn	kɑpleen	kɑplɑɑn
odɑlArHHn	odɑleriin	odɑlɑrɯɯn
sɯɰɯnmA	sɯɰɯnme	sɯɰɯnmɑ
sɯnɑvlArDA	sɯnɑvlerde	sɯnɑvlɑrdɑ
sɯrɑlAr	sɯrɑler	sɯrɑlɑr
sɑhɑlArDA	sɑhɑlerde	sɑhɑlɑrdɑ
tɑsɑrɯmlAr	tɑsɑrɯmler	tɑsɑrɯmlɑr
telefonDA	telefonde	telefondɑ
toprɑklArHHn	toprɑkleriin	toprɑklɑrɯɯn
jɑʃɑmAH	jɑʃɑmei	jɑʃɑmɑɯ
jɑjmA	jɑjme	jɑjmɑ
zɑrɑrHn	zɑrɑrin	zɑrɑrɯn
bɑnkɑmHz	bɑnkɑmiz	bɑnkɑmɯz
enfeksijonlArH	enfeksijonleri	enfeksijonlɑrɯ
gørynymlH	gørynymli	gørynymly
kɑdrolArH	kɑdroleri	kɑdrolɑrɯ
kɑmpA	kɑmpe	kɑmpɑ
okullArHHn	okulleriin	okullɑrɯɯn
sporHn	sporin	sporun
tɑrihDAki	tɑrihdeki	tɑrihteki
jykymlHlHk	jykymlilik	jykymlylyk
jɑlɯtɯmH	jɑlɯtɯmi	jɑlɯtɯmɯ
jɑzmAH	jɑzmei	jɑzmɑɯ
ɑʧɯlArH	ɑʧɯleri	ɑʧɯlɑrɯ
ɑrtmA	ɑrtme	ɑrtmɑ
ɑtHp	ɑtip	ɑtɯp
ɑtmAA	ɑtmee	ɑtmɑɑ
bɑskɯDA	bɑskɯde	bɑskɯdɑ
burɑlArA	burɑlere	burɑlɑrɑ
dɑvɑlArDA	dɑvɑlerde	dɑvɑlɑrdɑ
distribytørH	distribytøri	distribytøry
dokulAr	dokuler	dokulɑr
durumlArHHn	durumleriin	durumlɑrɯɯn
dujmADAn	dujmeden	dujmɑdɑn
firmɑlArDA	firmɑlerde	firmɑlɑrdɑ
fijɑtlArA	fijɑtlere	fijɑtlɑrɑ
hɑnH	hɑni	hɑnɯ
inɑnmA	inɑnme	inɑnmɑ
irtibɑtA	irtibɑte	irtibɑtɑ
komplikɑsjonlAr	komplikɑsjonler	komplikɑsjonlɑr
kuruluʃDA	kuruluʃte	kuruluʃtɑ
petrolHn	petrolin	petrolyn
sɑnɯklAr	sɑnɯkler	sɑnɯklɑr
sɑntrɑlH	sɑntrɑli	sɑntrɑlɯ
sɑjfɑHHn	sɑjfɑiin	sɑjfɑɯɯn
stɑndɑrtlArDA	stɑndɑrtlerde	stɑndɑrtlɑrdɑ
unH	uni	unu
jɑʃlHlHk	jɑʃlilik	jɑʃlɯlɯk
ʧøzymHn	ʧøzymin	ʧøzymyn
ʃɑhɯslArHn	ʃɑhɯslerin	ʃɑhɯslɑrɯn
ystynlHk	ystynlik	ystynlyk
ɑkʃɑmlArH	ɑkʃɑmleri	ɑkʃɑmlɑrɯ
