uf	pred	sf
kullɑnDHklArH	kullɑntɯklɑrɯ	kullɑndɯklɑrɯ
sɑnɑtsAl	sɑnɑtsel	sɑnɑtsɑl
doɰrusAl	doɰrusel	doɰrusɑl
fɑɑlijetlArHn	fɑɑlijetlɑrɯn	fɑɑlijetlerin
geʧmA	geʧmɑ	geʧme
seʧmA	seʧmɑ	seʧme
sistemlArDA	sistemlɑrdɑ	sistemlerde
unsurlArH	unsurleri	unsurlɑrɯ
joksullHk	joksullik	joksulluk
ekiplArH	ekiplɑrɯ	ekipleri
derslArDA	derslɑrdɑ	derslerde
dostH	dosti	dostu
fɑktørH	fɑktøri	fɑktøry
ojnɑAn	ojnɑen	ojnɑɑn
ʧokDAn	ʧokten	ʧoktɑn
desteklAmA	desteklɑmɑ	destekleme
getirmAA	getirmɑɑ	getirmee
izlAnmAH	izlɑnmɑɯ	izlenmei
mimɑrlAr	mimɑrler	mimɑrlɑr
ruhH	ruhi	ruhu
birimlArHn	birimlɑrɯn	birimlerin
kirlHlHk	kirlɯlɯk	kirlilik
ʧekArAk	ʧekɑrɑk	ʧekerek
ʃirketlArA	ʃirketlɑrɑ	ʃirketlere
uzɑklɯkDA	uzɑklɯkte	uzɑklɯktɑ
jykselmA	jykselmɑ	jykselme
ʧekilmAH	ʧekilmɑɯ	ʧekilmei
ølymA	ølymɑ	ølyme
bitkisAl	bitkisɑl	bitkisel
øjkyH	øjkyi	øjkyy
dyzejHHn	dyzejɯɯn	dyzejiin
notlAr	notler	notlɑr
sɑvɑʃDA	sɑvɑʃte	sɑvɑʃtɑ
seʧimA	seʧimɑ	seʧime
ʧɑplH	ʧɑpli	ʧɑplɯ
illArDA	illɑrdɑ	illerde
kɑlmADAn	kɑlmɑden	kɑlmɑdɑn
kɑrlH	kɑrli	kɑrlɯ
olɑjlArA	olɑjlere	olɑjlɑrɑ
jenilHklAr	jeniliklɑr	jenilikler
øzlHk	øzlik	øzlyk
ʃekillArDA	ʃekillɑrdɑ	ʃekillerde
eɰitimlArH	eɰitimlɑrɯ	eɰitimleri
filmlAr	filmlɑr	filmler
gereksinimlArH	gereksinimlɑrɯ	gereksinimleri
merkezlH	merkezlɯ	merkezli
ønʤylHk	ønʤylik	ønʤylyk
etkilAnAn	etkilɑnɑn	etkilenen
etmAnHz	etmɑnɯz	etmeniz
kyltyrHHn	kyltyrɯɯn	kyltyryyn
yniversitelArDA	yniversitelerdɑ	yniversitelerde
ekonomiDA	ekonomite	ekonomide
hykymlH	hykymli	hykymly
isimlAr	isimlɑr	isimler
sɯnɯrlAr	sɯnɯrler	sɯnɯrlɑr
tutɑrlH	tutɑrli	tutɑrlɯ
gørmAA	gørmɑɑ	gørmee
seʧimlArH	seʧimlɑrɯ	seʧimleri
tekniklAr	tekniklɑr	teknikler
jɑpDHkDAn	jɑpdikten	jɑptɯktɑn
jeteneklArH	jeteneklɑrɯ	jetenekleri
hukuksAl	hukuksel	hukuksɑl
sokɑkDA	sokɑkte	sokɑktɑ
jønetimlAr	jønetimlɑr	jønetimler
ʧɑlɯʃmADA	ʧɑlɯʃmɑdɑ	ʧɑlɯʃmɑtɑ
ɑnlɑtmAA	ɑnlɑtmee	ɑnlɑtmɑɑ
ɑdresA	ɑdresɑ	ɑdrese
ɑlAbilmA	ɑlɑbilmɑ	ɑlɑbilme
bɑʃkɑnmHz	bɑʃkɑnmiz	bɑʃkɑnmɯz
esɑslH	esɑsli	esɑslɯ
gørDHklArH	gørtɯklɑrɯ	gørdykleri
problemlArHn	problemlɑrɯn	problemlerin
sorunsHz	sorunsɯz	sorunsuz
biʧimlArH	biʧimlɑrɯ	biʧimleri
jɑʃɑDHklArH	jɑʃɑtɯklɑrɯ	jɑʃɑdɯklɑrɯ
geliʃmAA	geliʃmɑɑ	geliʃmee
orɑDAki	orɑdeki	orɑdɑki
ɑlɯnDHkDAn	ɑlɯndikten	ɑlɯndɯktɑn
desteklAnmAH	desteklɑnmɑɯ	desteklenmei
kojArAk	kojerek	kojɑrɑk
olmADHkʧA	olmɑdikʧe	olmɑdɯkʧɑ
proʒelArDA	proʒelerdɑ	proʒelerde
tuzlH	tuzlɯ	tuzlu
ɑrtDHkʧA	ɑrtdikʧe	ɑrttɯkʧɑ
dønemlAr	dønemlɑr	dønemler
geliʃmAHn	geliʃmɑɯn	geliʃmein
linklAr	linklɑr	linkler
olmADA	olmɑdɑ	olmɑtɑ
gøryntyH	gøryntyi	gøryntyy
okulDAn	okulden	okuldɑn
unsurlAr	unsurler	unsurlɑr
ʧɑpDA	ʧɑpde	ʧɑptɑ
øzellHklArHn	øzelliklɑrɯn	øzelliklerin
ekrɑnDAn	ekrɑnden	ekrɑndɑn
erkeklArHn	erkeklɑrɯn	erkeklerin
jemeklArH	jemeklɑrɯ	jemekleri
ɑjlAr	ɑjler	ɑjlɑr
motorH	motori	motoru
sporlArH	sporleri	sporlɑrɯ
jøntemlArHHn	jøntemlɑrɯɯn	jøntemleriin
ʤihɑzHn	ʤihɑzin	ʤihɑzɯn
eɰitimlAr	eɰitimlɑr	eɰitimler
gøzlAnAn	gøzlɑnɑn	gøzlenen
kuruluʃHHn	kuruluʃiin	kuruluʃuun
kutlH	kutli	kutlu
jyzjɯlA	jyzjɯle	jyzjɯlɑ
jɑnDA	jɑnte	jɑndɑ
hususDA	hususte	husustɑ
jønlArH	jønlɑrɯ	jønleri
deɰiʃimA	deɰiʃimɑ	deɰiʃime
onDA	onde	ondɑ
syreʧlArH	syreʧlɑrɯ	syreʧleri
bɑɰɯʃɯklHk	bɑɰɯʃɯklik	bɑɰɯʃɯklɯk
kyltyrHn	kyltyrɯn	kyltyryn
odɑklH	odɑkli	odɑklɯ
jyzejA	jyzejɑ	jyzeje
bugynHn	bugynin	bugynyn
bulAʃHʤH	bulɑʃɯʤi	bulɑʃɯʤɯ
geʧmiʃA	geʧmiʃɑ	geʧmiʃe
køjlArDA	køjlɑrdɑ	køjlerde
jønetmeliklAr	jønetmeliklɑr	jønetmelikler
iʃlAnmAH	iʃlɑnmɑɯ	iʃlenmei
sevAn	sevɑn	seven
tɑbiplArH	tɑbiplɑrɯ	tɑbipleri
tipDA	tipde	tipte
ɑtArAk	ɑterek	ɑtɑrɑk
deɰerlendirmAlAr	deɰerlendirmɑlɑr	deɰerlendirmeler
deɰiʃmA	deɰiʃmɑ	deɰiʃme
hekimlArH	hekimlɑrɯ	hekimleri
kɑlkAn	kɑlken	kɑlkɑn
tɑleplAr	tɑleplɑr	tɑlepler
vitɑminH	vitɑminɯ	vitɑmini
eklAnAn	eklɑnɑn	eklenen
silɑhlAr	silɑhler	silɑhlɑr
durumDAki	durumdeki	durumdɑki
lisɑnsH	lisɑnsi	lisɑnsɯ
gøstermAA	gøstermɑɑ	gøstermee
gɑzetelArDA	gɑzetelerdɑ	gɑzetelerde
bilgisɑjɑrlArHn	bilgisɑjɑrlerin	bilgisɑjɑrlɑrɯn
hekimA	hekimɑ	hekime
iptɑlH	iptɑlɯ	iptɑli
rɑhɑtsHzlHk	rɑhɑtsizlik	rɑhɑtsɯzlɯk
tɑnɯmlH	tɑnɯmli	tɑnɯmlɯ
ɑɰɯzDAn	ɑɰɯzden	ɑɰɯzdɑn
gynmHzHn	gynmizin	gynmyzyn
ojH	oji	oju
suʧlH	suʧli	suʧlu
øɰretmenlArH	øɰretmenlɑrɯ	øɰretmenleri
tɑjinH	tɑjinɯ	tɑjini
ɑnDAn	ɑnden	ɑndɑn
dyʃmA	dyʃmɑ	dyʃme
hɑtlAr	hɑtler	hɑtlɑr
seslAr	seslɑr	sesler
tɑrɑfsHz	tɑrɑfsiz	tɑrɑfsɯz
ɑvukɑtlAr	ɑvukɑtler	ɑvukɑtlɑr
dønmAH	dønmɑɯ	dønmei
isteAnlArHn	isteenlɑrɯn	isteenlerin
kentDA	kentde	kentte
olɑnɑklH	olɑnɑkli	olɑnɑklɯ
birimlArHHn	birimlɑrɯɯn	birimleriin
bulunHp	bulunip	bulunup
ujgulɑAn	ujgulɑen	ujgulɑɑn
gidermA	gidermɑ	giderme
hususH	hususi	hususu
kojAn	kojen	kojɑn
suʧHn	suʧin	suʧun
tekliflAr	tekliflɑr	teklifler
toplumHHn	toplumɯɯn	toplumuun
etmADAn	etmɑden	etmeten
sɑjɯDAki	sɑjɯteki	sɑjɯdɑki
stɑtyH	stɑtyi	stɑtyy
turH	turi	turu
jollArDAn	jollɑrden	jollɑrdɑn
yrynlArA	yrynlɑrɑ	yrynlere
kojHp	kojip	kojup
sɯnɑvlArA	sɯnɑvlere	sɯnɑvlɑrɑ
ʧɯkɑrlArH	ʧɯkɑrleri	ʧɯkɑrlɑrɯ
bɑsɯnʧlH	bɑsɯnʧli	bɑsɯnʧlɯ
bilgisɑjɑrnHzA	bilgisɑjɑrnize	bilgisɑjɑrnɯzɑ
kendinHz	kendinɯz	kendiniz
eklAnmAH	eklɑnmɑɯ	eklenmei
myhendislAr	myhendislɑr	myhendisler
rɑporHHn	rɑporiin	rɑporuun
sebeplArH	sebeplɑrɯ	sebepleri
jønetimA	jønetimɑ	jønetime
jɑtɑklH	jɑtɑkli	jɑtɑklɯ
sɑlonDA	sɑlonde	sɑlondɑ
ɑrkɑdɑʃmHz	ɑrkɑdɑʃmiz	ɑrkɑdɑʃmɯz
genʧlArH	genʧlɑrɯ	genʧleri
jyryrlykDAn	jyryrlykden	jyryrlykten
ønlemlArHn	ønlemlɑrɯn	ønlemlerin
doktorlAr	doktorler	doktorlɑr
dujDHklArH	dujtiklɑrɯ	dujduklɑrɯ
okulmHz	okulmiz	okulmuz
tijɑtroH	tijɑtroi	tijɑtrou
øɰrenmAA	øɰrenmɑɑ	øɰrenmee
deɰiʃimlAr	deɰiʃimlɑr	deɰiʃimler
izinsHz	izinsɯz	izinsiz
bedensAl	bedensɑl	bedensel
girmAA	girmɑɑ	girmee
kesilmAH	kesilmɑɯ	kesilmei
sɑbɑhH	sɑbɑhi	sɑbɑhɯ
ujruklH	ujrukli	ujruklu
vurgulɑAn	vurgulɑen	vurgulɑɑn
bilgisɑjɑrlH	bilgisɑjɑrli	bilgisɑjɑrlɯ
borʧlH	borʧli	borʧlu
gelmAA	gelmɑɑ	gelmee
hemDA	hemdɑ	hemde
iʃlAnAn	iʃlɑnɑn	iʃlenen
kɯlɑvuzH	kɯlɑvuzi	kɯlɑvuzu
kɑtDA	kɑtte	kɑttɑ
memurlAr	memurler	memurlɑr
nedenlArDAn	nedenlɑrden	nedenlerden
bɑʃkentH	bɑʃkentɯ	bɑʃkenti
bilmAAn	bilmɑɑn	bilmeen
desteklAnAn	desteklɑnɑn	desteklenen
sɑnɑtʧHHn	sɑnɑtʧiin	sɑnɑtʧɯɯn
sebeplAr	sebeplɑr	sebepler
vyʤutDA	vyʤutde	vyʤuttɑ
jerleʃmA	jerleʃmɑ	jerleʃme
dyzensHz	dyzensɯz	dyzensiz
fɑɑlijetlArA	fɑɑlijetlɑrɑ	fɑɑlijetlere
hɑreketlArHHn	hɑreketlɑrɯɯn	hɑreketleriin
kɑrɑrlArHHn	kɑrɑrleriin	kɑrɑrlɑrɯɯn
kuruluʃlArDAn	kuruluʃlɑrden	kuruluʃlɑrdɑn
søzʤyklAr	søzʤyklɑr	søzʤykler
jøntemlArHn	jøntemlɑrɯn	jøntemlerin
jykymlHlHklArH	jykymlɯlɯklɑrɯ	jykymlylykleri
jemeklAr	jemeklɑr	jemekler
bebeklAr	bebeklɑr	bebekler
dinsAl	dinsɑl	dinsel
syreklHlHk	syreklɯlɯk	syreklilik
jurtlAr	jurtler	jurtlɑr
koordinɑtørH	koordinɑtøri	koordinɑtøry
jyrymA	jyrymɑ	jyryme
ʧiʧeklAr	ʧiʧeklɑr	ʧiʧekler
ɑrɑmHzDA	ɑrɑmɯzde	ɑrɑmɯzdɑ
dyzelmA	dyzelmɑ	dyzelme
gyndemDA	gyndemdɑ	gyndemde
hɯzDA	hɯzde	hɯzdɑ
iʃlArHHn	iʃlɑrɯɯn	iʃleriin
bɑrɑʒH	bɑrɑʒi	bɑrɑʒɯ
bitDHkDAn	bitdikten	bittikten
etDHkDAn	etdikten	ettikten
temizlAnmAH	temizlɑnmɑɯ	temizlenmei
ølʧymlArH	ølʧymlɑrɯ	ølʧymleri
gøryʃmelArDA	gøryʃmelerdɑ	gøryʃmelerde
girmADAn	girmɑden	girmeden
iʃlemlArDA	iʃlemlɑrdɑ	iʃlemlerde
lirɑDAn	lirɑden	lirɑdɑn
virysH	virysi	virysy
ʃiʃlH	ʃiʃlɯ	ʃiʃli
yʧlH	yʧli	yʧly
byjyklHkDA	byjyklikte	byjyklykte
dønHʃH	dønɯʃɯ	dønyʃy
iʃlArA	iʃlɑrɑ	iʃlere
kɑrtlAr	kɑrtler	kɑrtlɑr
komutlArH	komutleri	komutlɑrɯ
kusursHz	kusursiz	kusursuz
metinlArH	metinlɑrɯ	metinleri
servisA	servisɑ	servise
ørtyH	ørtyi	ørtyy
ɑʧɯklɑAn	ɑʧɯklɑen	ɑʧɯklɑɑn
ɑjlArH	ɑjleri	ɑjlɑrɯ
fɑrsʧA	fɑrsʧe	fɑrsʧɑ
filmlArH	filmlɑrɯ	filmleri
herʃejDAn	herʃejdɑn	herʃejden
kɯzHn	kɯzin	kɯzɯn
milletlArHn	milletlɑrɯn	milletlerin
sɑɰlAHʤH	sɑɰleiʤi	sɑɰlɑɯʤɯ
ujmAAn	ujmeen	ujmɑɑn
verAbilmA	verɑbilmɑ	verebilme
dønmA	dønmɑ	dønme
jɑrɯjɯlDA	jɑrɯjɯlde	jɑrɯjɯldɑ
dergilArDA	dergilerdɑ	dergilerde
gøryʃmA	gøryʃmɑ	gøryʃme
gyʧlAr	gyʧlɑr	gyʧler
gerʧeklAr	gerʧeklɑr	gerʧekler
deɰiʃiklHklArA	deɰiʃikliklɑrɑ	deɰiʃikliklere
evlenmA	evlenmɑ	evlenme
evlArDA	evlerdɑ	evlerde
kuvvetlArHHn	kuvvetlɑrɯɯn	kuvvetleriin
izlArH	izlɑrɯ	izleri
dønemlArH	dønemlɑrɯ	dønemleri
geliʃmAH	geliʃmɑɯ	geliʃmei
kɑrɑrlArA	kɑrɑrlere	kɑrɑrlɑrɑ
mevzuɑtA	mevzuɑte	mevzuɑtɑ
gelmADAn	gelmɑden	gelmeden
mɑsonlHk	mɑsonlik	mɑsonluk
ɑlkollH	ɑlkolli	ɑlkolly
giriʃimlArH	giriʃimlɑrɯ	giriʃimleri
rektørH	rektøri	rektøry
jenilAnmAH	jenilenmɑɯ	jenilenmei
ɑdɑjlArH	ɑdɑjleri	ɑdɑjlɑrɯ
ɑnɑlizlAr	ɑnɑlizlɑr	ɑnɑlizler
dɑɰlHk	dɑɰlik	dɑɰlɯk
kiʃiDA	kiʃite	kiʃide
lisɑnssHz	lisɑnssiz	lisɑnssɯz
jɑpmADAn	jɑpmɑden	jɑpmɑtɑn
joɰunlHk	joɰunlik	joɰunluk
ɑrɑDAki	ɑrɑdeki	ɑrɑdɑki
ɑteʃlH	ɑteʃlɯ	ɑteʃli
bytynH	bytyni	bytyny
merkezlArHHn	merkezlɑrɯɯn	merkezleriin
pijɑsɑDAki	pijɑsɑteki	pijɑsɑdɑki
tesislArDA	tesislɑrdɑ	tesislerde
ujgɑrlHk	ujgɑrlik	ujgɑrlɯk
jønetmA	jønetmɑ	jønetme
bɑroH	bɑroi	bɑrou
denklemlAr	denklemlɑr	denklemler
gøzHn	gøzin	gøzyn
tekliflArH	tekliflɑrɯ	teklifleri
jyklAnHʤH	jyklɑnɯʤi	jykleniʤi
øɰretimA	øɰretimɑ	øɰretime
bølymlArDA	bølymlɑrdɑ	bølymlerde
bɑkHp	bɑkip	bɑkɯp
ejlemlArH	ejlemlɑrɯ	ejlemleri
progrɑmDAn	progrɑmden	progrɑmdɑn
rektørlHk	rektørlik	rektørlyk
doktorH	doktori	doktoru
gøsterDHklArH	gøstertɯklɑrɯ	gøsterdikleri
hɑstɑlɯkDAn	hɑstɑlɯkden	hɑstɑlɯktɑn
insɑnlArDAn	insɑnlɑrden	insɑnlɑrdɑn
kɑtA	kɑte	kɑtɑ
seʧimlArDA	seʧimlɑrdɑ	seʧimlerde
jɑnnHzDA	jɑnnizde	jɑnnɯzdɑ
zɑrɑrlAr	zɑrɑrler	zɑrɑrlɑr
ørgytHHn	ørgytɯɯn	ørgytyyn
dergiDA	dergite	dergide
gyzellHklArH	gyzelliklɑrɯ	gyzellikleri
hɑreketlArHn	hɑreketlɑrɯn	hɑreketlerin
hɑjɑlH	hɑjɑlɯ	hɑjɑli
islArH	islɑrɯ	isleri
søzHn	søzin	søzyn
ɑrkɑdɑʃlArmHzHn	ɑrkɑdɑʃlɑrmizin	ɑrkɑdɑʃlɑrmɯzɯn
doɰumDAn	doɰumden	doɰumdɑn
duvɑrlArH	duvɑrleri	duvɑrlɑrɯ
ønH	ønɯ	øny
bytynlHk	bytynlik	bytynlyk
bozuklHk	bozuklik	bozukluk
dinHn	dinun	dinin
dinlAr	dinlɑr	dinler
durmADAn	durmɑden	durmɑdɑn
etkinlHklArHn	etkinliklɑrɯn	etkinliklerin
fɑɑlijetlArDA	fɑɑlijetlɑrdɑ	fɑɑlijetlerde
hykymlArHHn	hykymlɑrɯɯn	hykymleriin
kɑrʃɯlɯksHz	kɑrʃɯlɯksiz	kɑrʃɯlɯksɯz
tɯpDA	tɯpde	tɯptɑ
zɑrɑrlArH	zɑrɑrleri	zɑrɑrlɑrɯ
ɑltɯnʤH	ɑltɯnʤi	ɑltɯnʤɯ
bursH	bursi	bursu
esɑsH	esɑsi	esɑsɯ
gøryntyH	gøryntyi	gøryntyy
iʧmA	iʧmɑ	iʧme
iʃlemlArA	iʃlemlɑrɑ	iʃlemlere
izlAnAn	izlɑnɑn	izlenen
olmAmHz	olmemiz	olmɑmɯz
binH	binɯ	bini
gøstermA	gøstermɑ	gøsterme
hɯrsɯzlHk	hɯrsɯzlik	hɯrsɯzlɯk
hizmetDAn	hizmetden	hizmetten
mɑkbuzH	mɑkbuzi	mɑkbuzu
polislArHn	polislɑrɯn	polislerin
uʤuzA	uʤuze	uʤuzɑ
etkinlHklArA	etkinliklɑrɑ	etkinliklere
hizmetlArA	hizmetlɑrɑ	hizmetlere
komutlAr	komutler	komutlɑr
mesleklAr	mesleklɑr	meslekler
rɑporlArHn	rɑporlerin	rɑporlɑrɯn
tɑbloHn	tɑbloin	tɑbloun
tɑnɯAn	tɑnɯen	tɑnɯɑn
jykselmAH	jykselmɑɯ	jykselmei
elnHzDA	elnɯzde	elnizde
hedeflAnAn	hedeflɑnɑn	hedeflenen
tutmAA	tutmee	tutmɑɑ
jolsuzlHk	jolsuzlik	jolsuzluk
yrynlArDA	yrynlɑrdɑ	yrynlerde
bølymlArHn	bølymlɑrɯn	bølymlerin
bilgisɑjɑrDAn	bilgisɑjɑrden	bilgisɑjɑrdɑn
depoH	depoi	depou
depremDA	depremdɑ	depremde
ekrɑnDAki	ekrɑnteki	ekrɑndɑki
getirmAH	getirmɑɯ	getirmei
hɑstɑnelArDA	hɑstɑnelerdɑ	hɑstɑnelerde
mekɑnDA	mekɑnte	mekɑndɑ
syreʧlAr	syreʧlɑr	syreʧler
sektørlArDA	sektørlerdɑ	sektørlerde
giriʃimlAr	giriʃimlɑr	giriʃimler
køpryH	køpryi	køpryy
kɑmusAl	kɑmusel	kɑmusɑl
kɑnDA	kɑnte	kɑndɑ
sɑɑtDAn	sɑɑttɑn	sɑɑtten
jyzjɯllAr	jyzjɯller	jyzjɯllɑr
birimlArA	birimlɑrɑ	birimlere
detɑjlArH	detɑjleri	detɑjlɑrɯ
ystDA	ystde	ystte
ɑvɑntɑʒlH	ɑvɑntɑʒli	ɑvɑntɑʒlɯ
giriʃimlArDA	giriʃimlɑrdɑ	giriʃimlerde
istikrɑrlH	istikrɑrli	istikrɑrlɯ
onurlH	onurli	onurlu
ɑrɑlɯksHz	ɑrɑlɯksiz	ɑrɑlɯksɯz
bɑkHʃDA	bɑkiʃte	bɑkɯʃtɑ
etkenlAr	etkenlɑr	etkenler
hɑvɑDAn	hɑvɑden	hɑvɑdɑn
mɑntɯksAl	mɑntɯksel	mɑntɯksɑl
risklArH	risklɑrɯ	riskleri
tɑmɑmlADHkDAn	tɑmɑmletikten	tɑmɑmlɑdɯktɑn
tɑrɑfDAki	tɑrɑfteki	tɑrɑftɑki
ʧekmAA	ʧekmɑɑ	ʧekmee
ɑlɑnlArDAki	ɑlɑnlɑrdeki	ɑlɑnlɑrdɑki
hɑftɑDAn	hɑftɑden	hɑftɑdɑn
ilʧelArDA	ilʧelerdɑ	ilʧelerde
ʧeʃitlHlHk	ʧeʃitlɯlɯk	ʧeʃitlilik
ɑʒɑnsH	ɑʒɑnsi	ɑʒɑnsɯ
dyzenlAnArAk	dyzenlɑnɑrɑk	dyzenlenerek
devletDAn	devletden	devletten
mydyrHn	mydyrɯn	mydyryn
sonsHzA	sonsize	sonsuzɑ
tɑmɑmlAArAk	tɑmɑmleerek	tɑmɑmlɑɑrɑk
toplɑAn	toplɑen	toplɑɑn
viryslAr	viryslɑr	virysler
ʃehirlArDA	ʃehirlerdɑ	ʃehirlerde
ʃiʃlHk	ʃiʃlɯk	ʃiʃlik
ɑnDAki	ɑnteki	ɑndɑki
dynjɑDAn	dynjɑden	dynjɑdɑn
ʧiʧeklArH	ʧiʧeklɑrɯ	ʧiʧekleri
yʧH	yʧi	yʧy
ɑrkɑDAn	ɑrkɑden	ɑrkɑdɑn
festivɑlH	festivɑlɯ	festivɑli
fijɑtA	fijɑte	fijɑtɑ
kɑrʃɯlɑAn	kɑrʃɯlɑen	kɑrʃɯlɑɑn
ølʧymlAr	ølʧymlɑr	ølʧymler
ønerilArDA	ønerilerdɑ	ønerilerde
ɑteʃA	ɑteʃɑ	ɑteʃe
dyʃynmAA	dyʃynmɑɑ	dyʃynmee
hɑlkDAn	hɑlkden	hɑlktɑn
mydyrHHn	mydyrɯɯn	mydyryyn
progrɑmnDAn	progrɑmnden	progrɑmndɑn
hɑzɯrlAArAk	hɑzɯrleerek	hɑzɯrlɑɑrɑk
inAn	inɑn	inen
internetDAn	internetden	internetten
kenɑrlArH	kenɑrleri	kenɑrlɑrɯ
ojA	oje	ojɑ
sembolH	semboli	semboly
jønetimlArHn	jønetimlɑrɯn	jønetimlerin
ørgytlH	ørgytli	ørgytly
ɑlɯnmADAn	ɑlɯnmɑden	ɑlɯnmɑdɑn
deɰerlendirmADA	deɰerlendirmɑdɑ	deɰerlendirmede
sɑvɑʃDAn	sɑvɑʃten	sɑvɑʃtɑn
tutHp	tutip	tutup
jorgunlHk	jorgunlik	jorgunluk
bozuklHklAr	bozukliklɑr	bozukluklɑr
etɑpDA	etɑpde	etɑptɑ
formylH	formyli	formyly
kylH	kyli	kyly
kentlArDA	kentlɑrdɑ	kentlerde
olɑnɑksHz	olɑnɑksiz	olɑnɑksɯz
bɑzDA	bɑzde	bɑzdɑ
deɰiʃimlArH	deɰiʃimlɑrɯ	deɰiʃimleri
gyʧlArHHn	gyʧlɑrɯɯn	gyʧleriin
kesAn	kesɑn	kesen
sonlH	sonli	sonlu
bølymlArA	bølymlɑrɑ	bølymlere
bebeklArHn	bebeklɑrɯn	bebeklerin
dɑmɑrlArH	dɑmɑrleri	dɑmɑrlɑrɯ
okulmHzDA	okulmizde	okulmuzdɑ
reformH	reformi	reformu
zorlHklAr	zorliklɑr	zorluklɑr
birikAn	birikɑn	biriken
ermAH	ermɑɯ	ermei
geʧirArAk	geʧirɑrɑk	geʧirerek
isteAnlArA	isteenlɑrɑ	isteenlere
ulusHn	ulusɯn	ulusun
ʧɯkɑrlAr	ʧɯkɑrler	ʧɯkɑrlɑr
ʧɑlɯʃmɑmHzDA	ʧɑlɯʃmɑmizde	ʧɑlɯʃmɑmɯzdɑ
ɑdɑjlArA	ɑdɑjlere	ɑdɑjlɑrɑ
birliklAr	birliklɑr	birlikler
dyʃynHp	dyʃynip	dyʃynyp
girmAnHz	girmɑnɯz	girmeniz
hykymetlArHn	hykymetlɑrɯn	hykymetlerin
hizmetlArDA	hizmetlɑrdɑ	hizmetlerde
pɑjlArH	pɑjleri	pɑjlɑrɯ
sɑnɑtʧHlAr	sɑnɑtʧiler	sɑnɑtʧɯlɑr
tymHHn	tymɯɯn	tymyyn
tɑrihinDAki	tɑrihinteki	tɑrihindeki
jenilAnAn	jenilɑnɑn	jenilenen
bɑɰlAHʤH	bɑɰleiʤi	bɑɰlɑɯʤɯ
etrɑfH	etrɑfi	etrɑfɯ
formHn	formin	formun
kɑlDHklArH	kɑltɯklɑrɯ	kɑldɯklɑrɯ
konulArDAki	konulɑrdeki	konulɑrdɑki
kurullAr	kuruller	kurullɑr
ojunDA	ojunde	ojundɑ
vermAlArH	vermɑlɑrɯ	vermeleri
bɑsDA	bɑste	bɑstɑ
duvɑrlAr	duvɑrler	duvɑrlɑr
gynmHzDAki	gynmizdeki	gynmyzdeki
gynlArA	gynlɑrɑ	gynlere
sɑnɑtʧHH	sɑnɑtʧii	sɑnɑtʧɯɯ
jɑnDAki	jɑnteki	jɑndɑki
ʧɯkmADAn	ʧɯkmɑden	ʧɯkmɑdɑn
dizɑjnH	dizɑjni	dizɑjnɯ
hejeʤɑnlH	hejeʤɑnli	hejeʤɑnlɯ
pɑtlAHʤH	pɑtleiʤi	pɑtlɑɯʤɯ
tytynlArDA	tytynlɑrdɑ	tytynlerde
deɰerlendirmAlArH	deɰerlendirmɑlɑrɯ	deɰerlendirmeleri
deɰiʃmAlAr	deɰiʃmɑlɑr	deɰiʃmeler
kɑʧAn	kɑʧen	kɑʧɑn
metinlArHn	metinlɑrɯn	metinlerin
tyrDA	tyrdɑ	tyrde
ʧɑlɯʃmAlArDAn	ʧɑlɯʃmɑlɑrden	ʧɑlɯʃmɑlɑrdɑn
ɑʃkH	ɑʃki	ɑʃkɯ
bojlH	bojli	bojlu
bugynlArDA	bugynlɑrdɑ	bugynlerde
deɰiʃkenlAr	deɰiʃkenlɑr	deɰiʃkenler
devirDA	devirdɑ	devirde
firmɑlArDAn	firmɑlɑrden	firmɑlɑrdɑn
formHHn	formɯɯn	formuun
gynejDA	gynejdɑ	gynejde
hizmetDA	hizmetde	hizmette
ilArDA	ilerdɑ	ilerde
iliʃkilArDA	iliʃkilerdɑ	iliʃkilerde
kɑblolH	kɑbloli	kɑblolu
konferɑnsDA	konferɑnste	konferɑnstɑ
jɑʃɑmsAl	jɑʃɑmsel	jɑʃɑmsɑl
ʧoʤuklArmHz	ʧoʤuklɑrmiz	ʧoʤuklɑrmɯz
yʧnʤHH	yʧnʤii	yʧnʤyy
ɑlɑnlArDAn	ɑlɑnlɑrden	ɑlɑnlɑrdɑn
dyzejDAki	dyzejdɑki	dyzejdeki
geʧmiʃDAn	geʧmiʃden	geʧmiʃten
hɑlkmHz	hɑlkmiz	hɑlkmɯz
kulɑkDA	kulɑkte	kulɑktɑ
mɑsrɑfH	mɑsrɑfi	mɑsrɑfɯ
silɑhH	silɑhi	silɑhɯ
sistemlArA	sistemlɑrɑ	sistemlere
tekniklArHHn	tekniklɑrɯɯn	teknikleriin
ʧoʤukDA	ʧoʤukte	ʧoʤuktɑ
ørtylH	ørtyli	ørtyly
deɰerlendirArAk	deɰerlendirɑrɑk	deɰerlendirerek
gøtyrmA	gøtyrmɑ	gøtyrme
hɑstɑlɯklArDAn	hɑstɑlɯklɑrden	hɑstɑlɯklɑrdɑn
kɑjdetmA	kɑjdetmɑ	kɑjdetme
memurlArHn	memurlerin	memurlɑrɯn
sɑnɑjilAʃmA	sɑnɑjileʃmɑ	sɑnɑjileʃme
tɑmɑmlɑnDHkDAn	tɑmɑmlɑntikten	tɑmɑmlɑndɯktɑn
