uf	pred	sf
pɑrtilArA	pɑrtilɑrɑ	pɑrtilere
sorunlH	sorunlɯ	sorunlu
ønmHzA	ønmizɑ	ønmyze
dyzenleDHklArH	dyzenlediklɑri	dyzenledikleri
filmDA	filmdɑ	filmde
gøsterilAr	gøsterilɑr	gøsteriler
hɑstɑnelArH	hɑstɑnelɑri	hɑstɑneleri
iliʃkiA	iliʃkii	iliʃkie
køjlArA	køjlɑrɑ	køjlere
kentlAr	kentlɑr	kentler
kuzejA	kuzejɑ	kuzeje
mɑddeDAn	mɑddedɑn	mɑddeden
modH	modɯ	modu
problemlArHHn	problemlɑriin	problemleriin
sɑɰlɑmADA	sɑɰlɑmɑdɑ	sɑɰlɑmɑtɑ
tyjlH	tyjli	tyjly
teorilArH	teorilɑri	teorileri
terimlAr	terimlɑr	terimler
tutulumH	tutulumɯ	tutulumu
zorlHklArH	zorlɯklɑrɯ	zorluklɑrɯ
bølymlArHHn	bølymlɑriin	bølymleriin
ʤepheDA	ʤephedɑ	ʤephede
delegelAr	delegelɑr	delegeler
dergilArHn	dergilɑrin	dergilerin
etkinliklArDA	etkinliklɑrdɑ	etkinliklerde
gølHn	gølin	gølyn
hɑberDA	hɑberdɑ	hɑberde
meselelArH	meselelɑri	meseleleri
misɑlH	misɑlɯ	misɑli
operɑtørlAr	operɑtørlɑr	operɑtørler
pɑrlɑmentoH	pɑrlɑmentoi	pɑrlɑmentou
verDHkDAn	verdikdɑn	verdikten
vermADAn	vermdddn	vermeten
vermAmA	vermɑmɑ	vermeme
vermAHn	vermdin	vermein
jøntemDA	jøntemdd	jøntemde
beledijelArA	beledijelɑrd	beledijelere
bezlArH	bezlɑri	bezleri
demokrɑsiA	demokrɑsiɑ	demokrɑsie
denejimlArH	denejimlɑri	denejimleri
fɑktørlArDAn	fɑktørlɑrdɑn	fɑktørlerden
gøryntylArHn	gøryntylɑrin	gøryntylerin
gørmAH	gørmɑi	gørmei
gøzlArHHn	gøzlɑriin	gøzleriin
gezAn	gezdn	gezen
hekimlArA	hekimlɑrɑ	hekimlere
køprylH	køpryli	køpryly
pɑrtilArH	pɑrtilɑri	pɑrtileri
søjleDHklArH	søjlediklɑri	søjledikleri
zirveA	zirvei	zirvee
ønleAʤAk	ønleɑʤdk	ønleeʤek
yʤretlArHn	yʤretlɑrin	yʤretlerin
yjeA	yjei	yjee
biʧimlArDA	biʧimlɑrdɑ	biʧimlerde
bilimA	bilimd	bilime
dɑiresAl	dɑiresdl	dɑiresel
engellAnmAH	engellɑnmɑi	engellenmei
gørynymlH	gørynymli	gørynymly
gørAbilmA	gøribilmi	gørebilme
gørevlHlArHn	gørevlilɑrin	gørevlilerin
gemilAr	gemilɑr	gemiler
køjDAn	køjdɑn	køjden
kyrlAʃmA	kyrldʃmɑ	kyrleʃme
søzʤyklArH	søzʤyklɑri	søzʤykleri
sporHn	sporɯn	sporun
tytynlArH	tytynlɑri	tytynleri
tɑrihDAki	tɑrihddki	tɑrihteki
tiʤɑretA	tiʤɑretɑ	tiʤɑrete
jykymlHlHk	jykymlilik	jykymlylyk
jyklAnmAH	jyklɑnmɑi	jyklenmei
jetkilHlArHHn	jetkililɑriin	jetkilileriin
ɑmirlArH	ɑmirlɑri	ɑmirleri
bytynlAʃmA	bytynldʃmɑ	bytynleʃme
byjyklAr	byjyklɑr	byjykler
distribytørH	distribytøri	distribytøry
ekonomiDAki	ekonomiddki	ekonomideki
eleʃtirilAr	eleʃtirilɑr	eleʃtiriler
elnHzDAki	elnizddki	elnizdeki
enstityHn	enstityin	enstityyn
etkilArHn	etkilɑrin	etkilerin
gøstergelAr	gøstergelɑr	gøstergeler
ilgilHlArHn	ilgililɑrin	ilgililerin
køklArH	køklɑri	køkleri
kɑliteA	kɑliteɑ	kɑlitee
kesimA	kesimd	kesime
kuruluʃDA	kuruluʃdɑ	kuruluʃtɑ
mɑdenlAr	mɑdenlɑr	mɑdenler
muɑjenelArH	muɑjenelɑri	muɑjeneleri
pɑketlAr	pɑketlɑr	pɑketler
petrolHn	petrolɯn	petrolyn
servislArHn	servislɑrin	servislerin
unH	unɯ	unu
ʧøzymHn	ʧøzymin	ʧøzymyn
ystynlHk	ystynlik	ystynlyk
ɑnnelArHn	ɑnnelɑrin	ɑnnelerin
birimA	birimd	birime
dujuruH	dujuruɯ	dujuruu
gønylDAn	gønylddn	gønylden
gønyllHlArH	gønyllilɑri	gønyllyleri
geʧmAAn	geʧmɑdn	geʧmeen
hɑberlArA	hɑberlɑrɑ	hɑberlere
isteArAk	isteɑrdk	isteerek
kɑpɑsiteDA	kɑpɑsitedɑ	kɑpɑsitede
liflArH	liflɑri	lifleri
meʤlisDA	meʤlisdɑ	meʤliste
prensiplAr	prensiplɑr	prensipler
uzɑkDAki	uzɑkdɑki	uzɑktɑki
jønetimDA	jønetimdi	jønetimde
jerleʃAn	jerleʃɑn	jerleʃen
yretimDAn	yretimddn	yretimden
bytʧeDAn	bytʧeddn	bytʧeden
bɑhʧelAr	bɑhʧelɑr	bɑhʧeler
dokuHn	dokuɯn	dokuun
gørynHʃ	gøryniʃ	gørynyʃ
hyʤresAl	hyʤresdl	hyʤresel
ilkelArA	ilkelɑrd	ilkelere
køjlAr	køjlɑr	køjler
kɑjbetmADAn	kɑjbetmɑdɑn	kɑjbetmeden
kumH	kumɯ	kumu
mɑddelArDA	mɑddelɑrdɑ	mɑddelerde
renklArDA	renklɑrdɑ	renklerde
syryʤyH	syryʤyi	syryʤyy
syreʧlArHn	syreʧlɑrin	syreʧlerin
senɑtoH	senɑtoɯ	senɑtou
sorumlHlArH	sorumlɯlɑrɯ	sorumlulɑrɯ
tepeDAn	tepeddn	tepeden
ystDAki	ystddki	ystteki
ɑʧɯkDA	ɑʧɯkdɑ	ɑʧɯktɑ
bølmA	bølmɑ	bølme
bilgilArnHzA	bilgilɑrnizd	bilgilernize
deɰiʃmAAn	deɰiʃmɑɑn	deɰiʃmeen
devreDA	devredi	devrede
dinlAHʤH	dinldiʤi	dinleiʤi
gørmAAn	gørmɑɑn	gørmeen
hedeflArHn	hedeflɑrin	hedeflerin
herʃejA	herʃejɑ	herʃeje
kitlesAl	kitlesdl	kitlesel
kusurH	kusurɯ	kusuru
modyllArH	modyllɑri	modylleri
syregelAn	syregeldn	syregelen
ʧekilArAk	ʧekilɑrɑk	ʧekilerek
ødemADAn	ødemdddn	ødemeden
ʃejlArA	ʃejlɑrɑ	ʃejlere
ʃirketlArDA	ʃirketlɑrdɑ	ʃirketlerde
ɑʃɑɰɯDAkilArDAn	ɑʃɑɰɯdɑkilɑrdɑn	ɑʃɑɰɯdɑkilerden
beklemADAn	beklemddɑn	beklemeden
eksiklHklAr	eksikliklɑr	eksiklikler
gøzlArm	gøzlɑrm	gøzlerm
hykymlHlArHn	hykymlilɑrin	hykymlylerin
hukukHHn	hukukiin	hukukuun
illArA	illɑrɑ	illere
inʤelemADA	inʤelemddi	inʤelemede
istɑtistiklAr	istɑtistiklɑr	istɑtistikler
mylteʤilArHn	mylteʤilɑrin	mylteʤilerin
jɑrH	jɑrɯ	jɑri
ølymlAr	ølymlɑr	ølymler
beklemAA	beklemɑi	beklemee
devletlArHHn	devletlɑriin	devletleriin
køʃeA	køʃei	køʃee
kesimlArH	kesimlɑri	kesimleri
mejvelAr	mejvelɑr	mejveler
nyfuslH	nyfusli	nyfuslu
syrelArHHn	syrelɑriin	syreleriin
seneA	senei	senee
typH	typi	typy
tyzykDA	tyzykdɑ	tyzykte
tesislArA	tesislɑrɑ	tesislere
jɑʃDAki	jɑʃdɑki	jɑʃtɑki
jerlArDAki	jerlɑrddki	jerlerdeki
ødylA	ødyli	ødyle
yretiʤilArHHn	yretiʤilɑriin	yretiʤileriin
ɑilelArHHn	ɑilelɑriin	ɑileleriin
ɑrɑziA	ɑrɑziɑ	ɑrɑzie
bølgelArDAn	bølgelɑrdɑn	bølgelerden
bytʧeA	bytʧei	bytʧee
bɑʃvuruH	bɑʃvurui	bɑʃvuruu
dɑhilDA	dɑhildɑ	dɑhilde
devreDAn	devreddn	devreden
fɑkyltelAr	fɑkyltelɑr	fɑkylteler
gezilArH	gezilɑri	gezileri
girHʃlArH	giriʃlɑri	giriʃleri
hizmetlArmHz	hizmetlɑrmiz	hizmetlermiz
ihlɑlH	ihlɑlɯ	ihlɑli
kentlArHn	kentlɑrin	kentlerin
niteliklArA	niteliklɑrɑ	niteliklere
seminerDA	seminerdd	seminerde
jetkilAr	jetkilɑr	jetkiler
ʧevrelAr	ʧevrelɑr	ʧevreler
ødemAlArnHzH	ødemɑlɑrnizi	ødemelernizi
ɑlternɑtiflAr	ɑlternɑtiflɑr	ɑlternɑtifler
bɑʃvurmAH	bɑʃvurmɑi	bɑʃvurmɑɯ
bildirimDA	bildirimdi	bildirimde
demirʤilAr	demirʤilɑr	demirʤiler
engellAHʤH	engelldiʤi	engelleiʤi
etydH	etydi	etydy
gyʧlyklAr	gyʧlyklɑr	gyʧlykler
ilerlemAH	ilerlemdi	ilerlemei
iletilArH	iletilɑri	iletileri
izlAnAʤAk	izlɑnɑʤɑk	izleneʤek
køtylHk	køtylik	køtylyk
kɑbloH	kɑbloɯ	kɑblou
kredilArHn	kredilɑrin	kredilerin
krizlAr	krizlɑr	krizler
kumlH	kumlɯ	kumlu
listeDAki	listeddki	listedeki
sɯnɯfDAn	sɯnɯfdɑn	sɯnɯftɑn
seferlArH	seferlɑri	seferleri
siʤilA	siʤild	siʤile
toprɑkDAn	toprɑkdɑn	toprɑktɑn
jorHʤH	jorɯʤɯ	joruʤu
ʧekilmA	ʧekilmi	ʧekilme
dyzejlArHHn	dyzejlɑriin	dyzejleriin
deɰinmA	deɰinmd	deɰinme
denetʧilAr	denetʧilɑr	denetʧiler
denetimA	denetimd	denetime
doɰHʃH	doɰɯʃɯ	doɰuʃu
dokuHHn	dokuɯɯn	dokuuun
ertelemA	ertelemd	erteleme
evDAki	evddki	evdeki
geʧmAA	geʧmɑi	geʧmee
hykymlArHn	hykymlɑrin	hykymlerin
idɑrelAr	idɑrelɑr	idɑreler
ilʧeA	ilʧei	ilʧee
limitlArH	limitlɑri	limitleri
metreA	metrei	metree
modyllAr	modyllɑr	modyller
sinjɑlH	sinjɑlɯ	sinjɑli
sistemDAki	sistemddki	sistemdeki
sitemHzA	sitemizd	sitemize
tenA	tend	tene
usulA	usulɑ	usule
vɑzijetDA	vɑzijetdɑ	vɑzijette
vermAnHz	vermɑniz	vermeniz
jøntemA	jøntemd	jønteme
zijɑretʧHlArHn	zijɑretʧilɑrin	zijɑretʧilerin
ʧizimlArH	ʧizimlɑri	ʧizimleri
ønDAn	øndɑn	ønden
øzellHklArDAn	øzelliklɑrdɑn	øzelliklerden
ʤoʃkulH	ʤoʃkulɯ	ʤoʃkulu
denetimlAr	denetimlɑr	denetimler
eksiklHklArHn	eksikliklɑrin	eksikliklerin
engellHlAr	engellilɑr	engelliler
erkeklArA	erkeklɑrd	erkeklere
geʧmiʃDAki	geʧmiʃddki	geʧmiʃteki
getirmAAn	getirmɑdn	getirmeen
hɑzineA	hɑzineɑ	hɑzinee
huzurH	huzurɯ	huzuru
kesilArAk	kesilɑrɑk	kesilerek
krediDAn	krediddn	krediden
memurHn	memurin	memurun
rollAr	rollɑr	roller
søzʤyH	søzʤyi	søzʤyy
syryʤyHn	syryʤyin	syryʤyyn
tyrHn	tyrin	tyryn
tɑtilA	tɑtild	tɑtile
vermAAʤAk	vermɑɑʤɑk	vermeeʤek
jykseklHkDA	jykseklikdi	jykseklikte
ølymlArHn	ølymlɑrin	ølymlerin
ɑilelArA	ɑilelɑrɑ	ɑilelere
dyʃynʤelArHn	dyʃynʤelɑrin	dyʃynʤelerin
dyrystlHk	dyrystlik	dyrystlyk
denetlAmA	denetlɑmɑ	denetleme
etkinlHklArHHn	etkinliklɑriin	etkinlikleriin
gyneʃDAn	gyneʃdɑn	gyneʃten
iʃverenA	iʃverend	iʃverene
modelDA	modeldɑ	modelde
okuHʤHA	okuɯʤiɑ	okuuʤuɑ
tɑʃDAn	tɑʃdɑn	tɑʃtɑn
tezA	tezd	teze
vergilArHn	vergilɑrin	vergilerin
jønetmA	jønetmd	jønetme
ʧorlH	ʧorlɯ	ʧorlu
øɰrenmAH	øɰrenmdi	øɰrenmei
yniversitelArDAn	yniversitelɑrddn	yniversitelerden
besleAn	besledn	besleen
deɰerlendirmAH	deɰerlendirmdi	deɰerlendirmei
etmAnHzH	etmɑnizi	etmenizi
gøryʃmeA	gøryʃmei	gøryʃmee
girmAAn	girmɑdn	girmeen
iʃkenʤeA	iʃkenʤei	iʃkenʤee
kɑrɑkteristiklArH	kɑrɑkteristiklɑri	kɑrɑkteristikleri
kulyplArH	kulyplɑri	kulypleri
noterDAn	noterdɑn	noterden
tytynH	tytyni	tytyny
jykHHn	jykiin	jykyyn
jyzlArH	jyzlɑri	jyzleri
ʧɯkDHkDAn	ʧɯkdɯkdɑn	ʧɯktɯktɑn
ødevlAr	ødevlɑr	ødevler
ønmHzDA	ønmizdɑ	ønmyzde
ʃubeA	ʃubeɑ	ʃubee
yʤretA	yʤretd	yʤrete
ɑrzuH	ɑrzuɯ	ɑrzuu
birejlArA	birejlɑrɑ	birejlere
dyɰmeA	dyɰmei	dyɰmee
denemelAr	denemelɑr	denemeler
devletDA	devletdd	devlette
ekDA	ekdɑ	ekte
ellArHn	ellɑrin	ellerin
fotoɰrɑfDA	fotoɰrɑfdɑ	fotoɰrɑftɑ
gørevlArHn	gørevlɑrin	gørevlerin
gørmADAn	gørmɑdɑn	gørmeden
gøzlArHn	gøzlɑrin	gøzlerin
gynlArDAn	gynlɑrddn	gynlerden
gyzellHklAr	gyzelliklɑr	gyzellikler
gereklArH	gereklɑri	gerekleri
girHnʤA	girinʤd	girinʤe
idɑrelArH	idɑrelɑri	idɑreleri
isteklAr	isteklɑr	istekler
kyresAllAʃmAHn	kyresɑlldʃmɑɯn	kyreselleʃmein
kɑdrolH	kɑdrolɯ	kɑdrolu
kontrollAr	kontrollɑr	kontroller
myddetʧA	myddetʧɑ	myddetʧe
minerɑllArH	minerɑllɑrɯ	minerɑlleri
modelA	modeld	modele
modemlAr	modemlɑr	modemler
operɑtørlArH	operɑtørlɑri	operɑtørleri
ɑnlAAbilmA	ɑnlɑɑbilmɑ	ɑnlɑɑbilme
bølymmHz	bølymmiz	bølymmyz
byjytmA	byjytmd	byjytme
belirlemADA	belirlemddi	belirlemede
dyzejlArDA	dyzejlɑrdɑ	dyzejlerde
devletlArA	devletlɑrd	devletlere
doɰruH	doɰruɯ	doɰruu
dojurHʤH	dojurɯʤi	dojuruʤu
gørynHʃH	gøryniʃɯ	gørynyʃy
gyneʃA	gyneʃɑ	gyneʃe
gidermA	gidermd	giderme
gitmAH	gitmdi	gitmei
iʃlemAA	iʃlemɑi	iʃlemee
iletiʃimA	iletiʃimi	iletiʃime
kimlArn	kimlɑrn	kimlern
merkezmHzDA	merkezmizdi	merkezmizde
mesɑfelAr	mesɑfelɑr	mesɑfeler
minerɑllAr	minerɑllɑr	minerɑller
sergiDA	sergidɑ	sergide
sezAn	sezdn	sezen
vyʤutDAki	vyʤutddki	vyʤuttɑki
jyrymA	jyrymd	jyryme
jyznʤH	jyznʤi	jyznʤy
jyzejlArHn	jyzejlɑrin	jyzejlerin
øɰretmA	øɰretmd	øɰretme
ørneklArHHn	ørneklɑriin	ørnekleriin
ʃehirlArHn	ʃehirlɑrin	ʃehirlerin
ʃejlArDAn	ʃejlɑrdɑn	ʃejlerden
ɑileDAn	ɑileddn	ɑileden
ɑnketA	ɑnketɑ	ɑnkete
bɑhʧeDA	bɑhʧedɑ	bɑhʧede
døkymHHn	døkymiin	døkymyyn
demA	demɑ	deme
doluH	doluɯ	doluu
eriʃkinlArDA	eriʃkinlɑrdi	eriʃkinlerde
evnHzDA	evnizdi	evnizde
gelirlArHn	gelirlɑrin	gelirlerin
hɑllArH	hɑllɑrɯ	hɑlleri
huzursHzlHk	huzursɯzlɯk	huzursuzluk
iʧimDA	iʧimdi	iʧimde
iʃletmelArHHn	iʃletmelɑriin	iʃletmeleriin
ihrɑʤɑtDA	ihrɑʤɑtdɑ	ihrɑʤɑttɑ
iliʃkiDA	iliʃkidi	iliʃkide
inʤelAnAn	inʤelɑndn	inʤelenen
onnʤH	onnʤɯ	onnʤu
syryʤylArH	syryʤylɑri	syryʤyleri
serilArH	serilɑri	serileri
tyrlArHn	tyrlɑrin	tyrlerin
tɑhminlArH	tɑhminlɑri	tɑhminleri
tebliɰlAr	tebliɰlɑr	tebliɰler
tedɑviDAn	tedɑvidɑn	tedɑviden
testlArHn	testlɑrin	testlerin
turizmA	turizmd	turizme
jyzejlArDA	jyzejlɑrdɑ	jyzejlerde
jijeʤeklArH	jijeʤeklɑri	jijeʤekleri
zijɑretDA	zijɑretdɑ	zijɑrette
ønʤyH	ønʤyi	ønʤyy
ʃɑmpijonH	ʃɑmpijonɯ	ʃɑmpijonu
byjytmA	byjytmd	byjytme
benimseAn	benimsedn	benimseen
birimlArDA	birimlɑrdɑ	birimlerde
dergiA	dergii	dergie
fɑizlArH	fɑizlɑri	fɑizleri
gelenA	gelend	gelene
hɑberA	hɑberɑ	hɑbere
iʧermAAn	iʧermɑdn	iʧermeen
køjlArHn	køjlɑrɯn	køjlerin
kimselArA	kimselɑrd	kimselere
olgunlHk	olgunlɯk	olgunluk
rezervlArHHn	rezervlɑriin	rezervleriin
syrmADA	syrmddɑ	syrmete
serilAr	serilɑr	seriler
sijɑsetDA	sijɑsetdɑ	sijɑsette
temelA	temeld	temele
toplummHzHn	toplummɯzɯn	toplummuzun
jøreA	jørei	jøree
jyryArAk	jyryɑrɑk	jyryerek
ʧɯkmADA	ʧɯkmɑdɑ	ʧɯkmɑtɑ
ʧevreDAn	ʧevreddn	ʧevreden
øɰelAr	øɰelɑr	øɰeler
øzDAn	øzdɑn	øzden
bɑʃvurulArHn	bɑʃvurulɑrin	bɑʃvurulɑrɯn
bejlAr	bejlɑr	bejler
binDAn	binddn	binden
denizlAr	denizlɑr	denizler
gøryʃlArHn	gøryʃlɑrin	gøryʃlerin
gøzlemlArH	gøzlemlɑri	gøzlemleri
grɑfiklArH	grɑfiklɑri	grɑfikleri
mydyrmHz	mydyrmiz	mydyrmyz
memurlArHHn	memurlɑriin	memurlɑrɯɯn
modellArDA	modellɑrdɑ	modellerde
modellArHHn	modellɑriin	modelleriin
nelArn	nelɑrn	nelern
sevijeDAki	sevijeddki	sevijedeki
ʧevirmA	ʧevirmi	ʧevirme
bøʤeklAr	bøʤeklɑr	bøʤekler
dønDHkDAn	døndikdɑn	døndykten
dønemlArA	dønemlɑrd	dønemlere
døvHʃ	døviʃ	døvyʃ
derneklArHn	derneklɑrin	derneklerin
dillArDA	dillɑrdɑ	dillerde
elnHzA	elnizd	elnize
enstitylArH	enstitylɑri	enstityleri
formɑsjonH	formɑsjonɯ	formɑsjonu
gøzlH	gøzli	gøzly
gelmAAn	gelmɑdn	gelmeen
hykymetDAn	hykymetddn	hykymetten
ilgilHlAr	ilgililɑr	ilgililer
kyrsyA	kyrsyd	kyrsye
merkezlArHn	merkezlɑrin	merkezlerin
meslekDAn	meslekddn	meslekten
sɯnɑvHHn	sɯnɑviin	sɯnɑvɯɯn
søjlemA	søjlemd	søjleme
sɑnɑjinDA	sɑnɑjindɑ	sɑnɑjinde
tiplArHHn	tiplɑriin	tipleriin
jetiʃkinlAr	jetiʃkinlɑr	jetiʃkinler
ʧekilmA	ʧekilmi	ʧekilme
yjelHklArH	yjeliklɑri	yjelikleri
ɑlmADAn	ɑlmɑdɑn	ɑlmɑtɑn
ɑlternɑtiflArH	ɑlternɑtiflɑri	ɑlternɑtifleri
bølymlArDAn	bølymlɑrdɑn	bølymlerden
bildirArAk	bildirɑrɑk	bildirerek
gørAlHm	gørɑlim	gørelim
gɑzeteʤilArA	gɑzeteʤilɑrd	gɑzeteʤilere
gɑzeteA	gɑzetei	gɑzetee
gemilArH	gemilɑri	gemileri
girmAH	girmdi	girmei
gijsilArH	gijsilɑri	gijsileri
hɑkimlAr	hɑkimlɑr	hɑkimler
illArH	illɑri	illeri
mezunlArHHn	mezunlɑriin	mezunlɑrɯɯn
oturumH	oturumɯ	oturumu
seferDA	seferdd	seferde
vɑlilHkʧA	vɑlilikʧɑ	vɑlilikʧe
jønelAn	jøneldn	jønelen
jyklAnAn	jyklɑnɑn	jyklenen
jenilHklArA	jeniliklɑrɑ	jeniliklere
ødemAlArHn	ødemɑlɑrin	ødemelerin
øteDAn	øteddn	øteden
ʃenliklArH	ʃenliklɑri	ʃenlikleri
yzermHzA	yzermizi	yzermize
ɑntibijotiklAr	ɑntibijotiklɑr	ɑntibijotikler
byjyDHkʧA	byjydikʧɑ	byjydykʧe
bedellArHHn	bedellɑriin	bedelleriin
dønyʃAn	dønyʃɑn	dønyʃen
depremlArHn	depremlɑrin	depremlerin
devletʧA	devletʧɑ	devletʧe
gørmADA	gørmɑdɑ	gørmete
izinlAr	izinlɑr	izinler
literɑtyrDA	literɑtyrdɑ	literɑtyrde
muɑmeleA	muɑmeleɑ	muɑmelee
normɑlDAn	normɑldɑn	normɑlden
penʤerelArH	penʤerelɑri	penʤereleri
piksAl	piksdl	piksel
syrtynmA	syrtynmd	syrtynme
sektørlArH	sektørlɑri	sektørleri
sembollAr	sembollɑr	semboller
sermɑjeA	sermɑjeɑ	sermɑjee
soruHHn	soruɯɯn	soruuun
uluslH	uluslɯ	uluslu
ulusH	ulusɯ	ulusu
virysHn	virysin	virysyn
jɑpAbilmAH	jɑpɑbilmɑi	jɑpɑbilmei
ɑdreslAr	ɑdreslɑr	ɑdresler
ɑskerlArHHn	ɑskerlɑriin	ɑskerleriin
bɑkterilArHn	bɑkterilɑrin	bɑkterilerin
bugynlArA	bugynlɑrd	bugynlere
dergilArH	dergilɑri	dergileri
gøryʃlArnHzH	gøryʃlɑrnɯzi	gøryʃlernizi
gyrsAl	gyrsdl	gyrsel
gɑzetelArH	gɑzetelɑri	gɑzeteleri
gemilArHn	gemilɑrin	gemilerin
hyʤreA	hyʤrei	hyʤree
hykymlHlAr	hykymlilɑr	hykymlyler
iʃlemlArnHzH	iʃlemlɑrnizi	iʃlemlernizi
istemAA	istemɑi	istemee
kyltyrlArHn	kyltyrlɑrin	kyltyrlerin
kombinɑsjonH	kombinɑsjonɯ	kombinɑsjonu
kullɑnmADAn	kullɑnmɑdɑn	kullɑnmɑtɑn
otellArDA	otellɑrdɑ	otellerde
sinjɑllArH	sinjɑllɑrɯ	sinjɑlleri
jykHn	jykin	jykyn
øɰretmenlArHHn	øɰretmenlɑriin	øɰretmenleriin
ørgytlAnmAH	ørgytlɑnmɑi	ørgytlenmei
yʧA	yʧɑ	yʧe
ɑrɑzilArH	ɑrɑzilɑri	ɑrɑzileri
dyʃynAlHm	dyʃyndlim	dyʃynelim
dyzenlemAH	dyzenlemdi	dyzenlemei
dikkɑtnHzH	dikkɑtnɯzɯ	dikkɑtnizi
dinleAn	dinledn	dinleen
evreDA	evredi	evrede
forumH	forumɯ	forumu
gøryntylAmA	gøryntylɑmɑ	gøryntyleme
hyʤrelArDA	hyʤrelɑrdɑ	hyʤrelerde
køkH	køki	køky
kesimlAr	kesimlɑr	kesimler
kitlelArH	kitlelɑri	kitleleri
menyDAki	menyddki	menydeki
sizlerDAn	sizlerdɑn	sizlerden
tymørlAr	tymørlɑr	tymørler
tetkiklArH	tetkiklɑri	tetkikleri
ujumlHlHk	ujumlɯlik	ujumluluk
verilArHHn	verilɑriin	verileriin
ønleAn	ønledn	ønleen
yrynDA	yryndd	yrynde
ɑfetlAr	ɑfetlɑr	ɑfetler
bølymmHzDA	bølymmizdi	bølymmyzde
bileʃiklAr	bileʃiklɑr	bileʃikler
ʤumhurijetlArH	ʤumhurijetlɑri	ʤumhurijetleri
dɯʃDAn	dɯʃdɑn	dɯʃtɑn
emzirmA	emzirmd	emzirme
etmAm	etmɑm	etmem
gøryʃlArA	gøryʃlɑrɑ	gøryʃlere
gyvenʤeA	gyvenʤei	gyvenʤee
geʤeA	geʤei	geʤee
hɑjɑtDAn	hɑjɑtdɑn	hɑjɑttɑn
hepmHzA	hepmizd	hepmize
hisselArHHn	hisselɑriin	hisseleriin
kesimlArHn	kesimlɑrin	kesimlerin
kodlH	kodlɯ	kodlu
kontrolA	kontrolɑ	kontrole
muhɑbirlArH	muhɑbirlɑri	muhɑbirleri
muhɑkemelArH	muhɑkemelɑri	muhɑkemeleri
pɑmuklH	pɑmuklɯ	pɑmuklu
sɯklHkDA	sɯklɯkdɑ	sɯklɯktɑ
sevijelArDA	sevijelɑrdɑ	sevijelerde
ʧeklAr	ʧeklɑr	ʧekler
ølʧmA	ølʧmɑ	ølʧme
ølymDAn	ølymddn	ølymden
belgelArDAn	belgelɑrdɑn	belgelerden
besinlAr	besinlɑr	besinler
denejimlAr	denejimlɑr	denejimler
dujgulArHn	dujgulɑrin	dujgulɑrɯn
filtrelAr	filtrelɑr	filtreler
gøllAr	gøllɑr	gøller
gøryʃArAk	gøryʃɑrɑk	gøryʃerek
gebelHkDA	gebelikdi	gebelikte
gerekʧelArH	gerekʧelɑri	gerekʧeleri
hɑstɑnelArHn	hɑstɑnelɑrin	hɑstɑnelerin
impɑrɑtorlHk	impɑrɑtorlɯk	impɑrɑtorluk
køjlHlArHn	køjlɯlɑrin	køjlylerin
komitelArH	komitelɑri	komiteleri
linklArH	linklɑri	linkleri
mɑhijetDA	mɑhijetdɑ	mɑhijette
mɑkɑlelArH	mɑkɑlelɑri	mɑkɑleleri
memleketA	memleketd	memlekete
reɑksijonH	reɑksijonɯ	reɑksijonu
rollArH	rollɑrɯ	rolleri
sɑnɑjiA	sɑnɑjiɑ	sɑnɑjie
sevArAk	sevɑrɑk	severek
tɑleplArHHn	tɑleplɑriin	tɑlepleriin
terʤihlArH	terʤihlɑri	terʤihleri
verAʤAklArH	verɑʤdklɑri	vereʤekleri
jɑʃɑmADA	jɑʃɑmɑdɑ	jɑʃɑmɑtɑ
ysH	ysi	ysy
bɑjilAr	bɑjilɑr	bɑjiler
birejA	birejɑ	bireje
bozHʤH	bozɯʤɯ	bozuʤu
diʃlArHn	diʃlɑrin	diʃlerin
durgunlHk	durgunlɯk	durgunluk
dujHnʤA	dujinʤɑ	dujunʤɑ
eɰilimlArH	eɰilimlɑri	eɰilimleri
ellArDA	ellɑrdɑ	ellerde
etmAmAH	etmɑmɑi	etmemei
filmlArHn	filmlɑrin	filmlerin
hukukʧH	hukukʧi	hukukʧu
kirlAnmA	kirlɑnmɑ	kirlenme
kitɑpDAn	kitɑpdɑn	kitɑptɑn
kontrolnA	kontrolnɑ	kontrolne
konumHz	konumɯz	konumuz
meʤlislArH	meʤlislɑri	meʤlisleri
pɑnoH	pɑnoɯ	pɑnou
poliʧeDA	poliʧedɑ	poliʧede
tyketiʤilArA	tyketiʤilɑrd	tyketiʤilere
toplummHzDA	toplummɯzdɑ	toplummuzdɑ
ørmA	ørmɑ	ørme
ʃiʃmA	ʃiʃmɑ	ʃiʃme
ɑbonelArHn	ɑbonelɑrin	ɑbonelerin
ɑvH	ɑvi	ɑvɯ
beledijelArH	beledijelɑri	beledijeleri
bildiriDA	bildiridi	bildiride
dyʃynmADAn	dyʃynmddɑn	dyʃynmeden
demAA	demɑɑ	demee
denemelArH	denemelɑri	denemeleri
doktornHzA	doktornɯzɑ	doktornuzɑ
etmenlAr	etmenlɑr	etmenler
gørynymA	gørynymd	gørynyme
gøstergelArH	gøstergelɑri	gøstergeleri
girDHklArH	girdiklɑri	girdikleri
iʧermAH	iʧermdi	iʧermei
kɑmpDA	kɑmpdɑ	kɑmptɑ
mɑhɑllinDA	mɑhɑllindɑ	mɑhɑllinde
